6.7832464955e-07	-6.7555398059e-07	-3.8438173977e-05	S	5.6237472827e-08
3.0740942891e-06	1.4579890721e-06	-4.679540887e-05	S	7.2035955319e-08
1.9635891658e-07	-1.6361582896e-06	-4.5000066466e-05	S	9.0262383162e-08
-4.3267143667e-06	3.4215298542e-06	-3.7936187781e-05	S	3.7701377942e-08
-1.1247431338e-06	-2.0556269299e-06	-3.6500703057e-05	S	3.1673092491e-08
1.5375400405e-06	-3.4867076252e-06	-3.4643243721e-05	S	5.5096553277e-08
4.5829258656e-06	4.4591875238e-06	-3.7733463589e-05	S	5.1083563421e-08
-3.477260993e-06	4.1895215783e-06	-4.3942788759e-05	S	5.0309352931e-08
-1.2716167842e-06	3.7828643231e-06	-4.3712723901e-05	S	3.7250042242e-08
-4.1325553268e-06	8.0318914417e-07	-3.3118642047e-05	S	4.5947247641e-08
-3.2640202753e-06	-2.6191597975e-06	-4.1742595846e-05	S	6.4253178166e-08
3.0208372121e-06	1.4999639182e-06	-3.9330325287e-05	S	5.3367457555e-08
3.3736945373e-06	-3.3279627178e-06	-3.8655290463e-05	S	3.8075614486e-08
-3.677300832e-06	2.6173706602e-06	-4.8067883336e-05	S	6.2048681539e-08
-3.169544415e-06	2.9207726442e-06	-3.1046121516e-05	S	3.8195841343e-08
-2.4179221767e-06	-2.1403177763e-06	-3.7654944581e-05	S	5.5264602309e-08
-3.0546260982e-06	-3.6149162089e-06	-4.0885302826e-05	S	5.9210204951e-08
3.0500289064e-06	2.6363581991e-06	-4.0397332196e-05	S	6.5559725709e-08
-1.4480730659e-06	-6.2024978455e-07	-4.9899828502e-05	S	4.7385400325e-08
-1.7154792413e-06	-3.990712192e-06	-4.103888148e-05	S	3.9087299878e-08
7.8706518936e-07	-1.0394240525e-06	-3.2609089092e-05	S	4.5696086166e-08
2.4086156433e-07	3.9000712676e-06	-3.9597806114e-05	S	4.176486649e-08
9.6999625302e-07	-4.1536505738e-06	-4.021227767e-05	S	3.7711782861e-08
-7.5586409761e-07	8.0688296868e-07	-3.9226659032e-05	S	5.3036735249e-08
-9.5990291486e-08	-3.1749338149e-06	-4.1173063651e-05	S	6.2697571452e-08
-4.414480617e-06	-4.7231109465e-06	-3.9291630974e-05	S	4.7468340412e-08
-4.2695570527e-06	-3.8689376492e-06	-4.7824871747e-05	S	1.2416632734e-08
-1.4197416735e-07	-3.9291730382e-07	-4.1269783709e-05	S	6.1155394639e-08
1.0565756001e-08	-5.026690419e-07	-3.5475695989e-05	S	6.5497960349e-08
-7.2854927466e-07	1.4205266233e-06	-3.180918805e-05	S	3.8430895665e-08
-3.2905402554e-06	-2.4952466594e-06	-3.7617759998e-05	S	4.3088053128e-08
8.4102134753e-07	3.1295203415e-06	-4.0421140935e-05	S	3.3454416481e-08
2.922094182e-06	4.3923805454e-06	-4.1292866342e-05	S	6.257058669e-08
3.6924741964e-06	-4.3107590811e-06	-3.1738027103e-05	S	3.4578371528e-08
2.5349660877e-06	4.3925998099e-06	-3.0373612819e-05	S	 4.58841948e-08
-3.4079014552e-06	9.0376125504e-07	-3.1608406486e-05	S	6.8152643459e-08
-2.9262534502e-06	-1.4262474795e-06	-4.8405086459e-05	S	5.2906656675e-08
-3.8379911668e-06	4.7471313583e-06	-3.22493209e-05	S	5.801917325e-08
-3.4428026006e-07	2.315173247e-06	-3.6095264133e-05	S	3.7011224235e-08
1.5586965759e-06	5.2743879319e-07	-4.4682203442e-05	S	4.8155202667e-08
