3.6680561806e-06	7.822901788e-07	4.8507558201e-05	S	6.0155420404e-08
-2.4449605676e-06	-9.530494891e-07	4.0159775631e-05	S	7.0074696988e-08
-7.4334493107e-07	1.5981898762e-07	3.1853623129e-05	S	6.8703357229e-08
-2.1815481271e-06	-2.1133207021e-06	4.4005253068e-05	S	5.7269205331e-08
2.4380842873e-06	3.3225962145e-07	4.6354752352e-05	S	3.4474465636e-08
1.3132201249e-06	3.2938999693e-06	4.6278110613e-05	S	7.1186067705e-08
1.909046208e-06	4.0294808234e-06	4.5084480609e-05	S	4.4029054561e-08
-9.1821383239e-07	1.080686017e-06	3.0459175581e-05	S	5.1931357282e-08
9.1675264606e-07	-8.7450096905e-07	3.9512005517e-05	S	5.4614986694e-08
1.4102500807e-06	-2.1920238898e-06	3.3086784726e-05	S	5.2039646706e-08
3.4840248556e-06	-4.2071279235e-06	4.4061960688e-05	S	6.1796139996e-08
1.5129711052e-06	-4.2404713085e-06	3.8751745208e-05	S	2.6130110005e-08
3.5578684437e-06	-8.4998017011e-07	4.0707081752e-05	S	4.9258449562e-08
-1.3244724514e-06	8.7589685833e-07	3.9289404411e-05	S	3.3618671095e-08
-1.589101401e-06	-4.0868230991e-06	3.5208116577e-05	S	6.0398506655e-08
-1.4404277527e-06	4.5702987858e-06	3.2055309853e-05	S	4.9679247285e-08
-2.3485830392e-06	-1.1720306838e-06	3.9281787042e-05	S	4.1719089309e-08
-3.3212996138e-06	5.2645490219e-07	3.3379608668e-05	S	5.563158251e-08
-4.7153319551e-06	2.4618380526e-06	4.5272712697e-05	S	3.3384274495e-08
-3.2367565783e-06	3.8092521451e-06	4.3628209031e-05	S	6.9786169265e-08
1.6172579953e-06	-4.2746980041e-06	4.523504698e-05	S	5.753884738e-08
4.7715935437e-07	-4.175421499e-06	3.5905516498e-05	S	6.3524508614e-08
3.9850236839e-06	2.4594188144e-06	3.6157177964e-05	S	5.4784451208e-08
1.4494695158e-06	2.884152445e-06	4.6952471446e-05	S	4.9308386145e-08
1.3949765949e-06	2.2743762647e-06	3.4926238126e-05	S	5.3839268688e-08
7.029430748e-07	-2.2145432922e-06	4.3441962047e-05	S	3.1508326819e-08
-4.2784369287e-06	2.1155052539e-08	4.3148723054e-05	S	4.106853491e-08
-4.2188922871e-06	-1.5720750686e-06	3.9818257284e-05	S	6.4370261189e-08
3.1189452616e-06	3.4808608243e-07	4.8596604318e-05	S	3.1552657979e-08
7.779380765e-07	-2.8224304412e-07	3.365095106e-05	S	6.8860738181e-08
3.1008063279e-06	2.8047985596e-06	3.7749479478e-05	S	4.567011578e-08
-1.5185018884e-06	-3.885606747e-06	4.709164057e-05	S	5.9014834467e-08
-6.0567558014e-07	-3.0628848621e-06	4.3632036412e-05	S	6.1620680187e-08
-4.7083637508e-06	5.056269335e-07	4.281048047e-05	S	7.2950338741e-08
-1.495185763e-06	-2.9152667628e-06	4.7986165729e-05	S	3.3855247986e-08
-3.1723950059e-06	-4.6590213199e-06	4.8141042512e-05	S	3.9478561199e-08
-2.9632422533e-06	-4.2284038279e-06	4.5546497923e-05	S	4.7874959289e-08
5.4669662043e-07	8.386190006e-08	4.8461592275e-05	S	4.9056825842e-08
8.569105491e-07	-3.3191750964e-06	4.2503003924e-05	S	6.0204899196e-08
-1.7933763339e-06	7.3313610893e-07	3.095367363e-05	S	1.8892828025e-08
