-1.2889073074e-06	1.2090342487e-06	-1.7457422166e-05	S	5.4307038865e-08
3.5618232237e-06	3.5277057716e-06	-1.6954733849e-05	S	6.6598802347e-08
-4.0833596041e-06	-7.2657814568e-07	-2.8219554302e-05	S	5.9012848334e-08
-4.0969925352e-07	2.4642952967e-06	-1.7423169203e-05	S	5.326081355e-08
-2.0663962816e-06	1.8531560882e-06	-1.9869860783e-05	S	4.023194978e-08
-5.5436597708e-07	-1.5055042333e-06	-1.5469072122e-05	S	4.9537528741e-08
-1.6533295731e-07	-5.0572700719e-07	-2.0459838124e-05	S	3.1030644288e-08
2.0885530486e-06	2.8604212505e-06	-2.1894862367e-05	S	5.2407119563e-08
2.7886286758e-06	4.4148964862e-06	-1.0153011767e-05	S	4.9156544761e-08
3.2992220146e-06	3.1963412308e-06	-2.967364362e-05	S	4.5477315118e-08
-1.6371755772e-06	-1.6900764093e-06	-1.519115755e-05	S	4.2167370965e-08
-2.9795271658e-06	-3.1489612764e-06	-2.8090935416e-05	S	4.3494855532e-08
2.7604410184e-06	4.1394896023e-06	-2.5602473234e-05	S	4.9018384664e-08
-2.9285913601e-06	6.8299729263e-07	-2.1213746382e-05	S	1.9300911143e-08
4.5111788112e-06	3.5111231553e-06	-2.9679037721e-05	S	5.7304889251e-08
7.0529019693e-07	2.1678351507e-07	-1.3803728437e-05	S	7.3136912403e-08
2.5083961995e-06	4.3200903195e-06	-2.3466035147e-05	S	6.8337400642e-08
-4.2736885336e-06	6.1920262856e-07	-1.2805272946e-05	S	5.5660753387e-08
-9.7823172001e-07	9.6100897762e-07	-2.6571396772e-05	S	5.9346228435e-08
3.4625900707e-06	4.748460677e-06	-2.9377225381e-05	S	6.4274297276e-08
3.9993321121e-06	1.0562341401e-07	-2.301288663e-05	S	3.6876629625e-08
-1.4468795838e-06	-3.3676647449e-06	-1.2688731932e-05	S	5.9864312693e-08
1.9616496784e-06	1.0436219297e-06	-1.5548819387e-05	S	5.7725857987e-08
3.0796032885e-06	3.0618909175e-06	-2.3133043504e-05	S	4.9319906954e-08
5.5837761515e-07	-3.9524651179e-07	-2.6113274828e-05	S	4.3437530634e-08
4.1059296442e-06	-2.9690979117e-06	-1.7322370978e-05	S	5.2943355492e-08
6.6511880288e-07	4.5092477138e-06	-1.4128038004e-05	S	4.224901072e-08
-4.2759678382e-06	-4.2575415777e-06	-2.3780531145e-05	S	5.9346492253e-08
4.2733920524e-06	-4.2793505824e-06	-2.6465135202e-05	S	4.2250200073e-08
-2.9870182173e-06	4.2501560567e-06	-2.9144613088e-05	S	4.1076385394e-08
9.3156648615e-07	-6.7669520349e-07	-2.3093242234e-05	S	5.2527316206e-08
-8.9653999966e-07	2.3972853135e-06	-2.0635466137e-05	S	5.701035072e-08
2.6345032649e-06	3.5972922359e-06	-2.653787526e-05	S	6.2000813905e-08
-7.5394151393e-07	1.2687971142e-07	-1.2200664029e-05	S	3.8680968053e-08
-1.0263293705e-06	-3.8542157094e-06	-1.0805225847e-05	S	5.4372585146e-08
2.1060882328e-06	-1.7970364103e-06	-2.4200681965e-05	S	5.4023094933e-08
1.4206610588e-06	3.7188359048e-06	-2.3088354493e-05	S	6.4511501481e-08
1.0243734369e-06	3.0900531457e-07	-2.9755592992e-05	S	4.0430542794e-08
-3.2484908092e-06	1.6821386901e-06	-1.6131820198e-05	S	6.4597834099e-08
-2.4409339616e-07	7.311409906e-07	-2.2017386022e-05	S	6.0176844124e-08
